Key,File,Type,UsedInMainMenu,NoTranslate,schinese
BundleCreateGunDoubleBarrelS12,items,Gun,,,双管霰弹枪[浮世梦如空] [包]
BundleCreateGunDoubleBarrelS12Desc,items,Gun,,,[FFA500]RANK 12\n\n[FFFFFF]自身生命百分比越高伤害乘数越高\n最高+180%\n\n包含随机品质的上述物品
BundleCreateGunDoubleBarrelS13,items,Gun,,,双管霰弹枪[浮世梦如空] [包]
BundleCreateGunDoubleBarrelS13Desc,items,Gun,,,[6D0F0F]RANK 12+\n\n[FFFFFF]自身生命百分比越高伤害乘数越高\n最高+180%\n\n包含随机品质的上述物品



BundleCreateGunPumpShotgunS4,items,Gun,,,泵动式霰弹枪[啪啪Ⅰ] [包]
BundleCreateGunPumpShotgunS4Desc,items,Gun,,,[67C483]RANK 4\n\n[FFFFFF]弹夹容量降到1\n伤害乘数+40%\n\n包含随机品质的上述物品
BundleCreateGunPumpShotgunS5,items,Gun,,,泵动式霰弹枪[啪啪Ⅱ] [包]
BundleCreateGunPumpShotgunS5Desc,items,Gun,,,[84E1EC]RANK 5\n\n[FFFFFF]弹夹容量降到1\n伤害乘数+45%\n\n包含随机品质的上述物品
BundleCreateGunPumpShotgunS6,items,Gun,,,泵动式霰弹枪[啪啪Ⅲ] [包]
BundleCreateGunPumpShotgunS6Desc,items,Gun,,,[7EA8FB]RANK 6\n\n[FFFFFF]弹夹容量降到1\n伤害乘数+50%\n\n包含随机品质的上述物品
BundleCreateGunPumpShotgunS7,items,Gun,,,泵动式霰弹枪[冷漠] [包]
BundleCreateGunPumpShotgunS7Desc,items,Gun,,,[7555E1]RANK 7\n\n[FFFFFF]弹夹容量降到1\n伤害乘数+55%\n\n包含随机品质的上述物品
BundleCreateGunPumpShotgunS8,items,Gun,,,泵动式霰弹枪[啪嗒砰] [包]
BundleCreateGunPumpShotgunS8Desc,items,Gun,,,[FF985E]RANK 8\n\n[FFFFFF]弹夹容量降到1\n伤害乘数+60%\n\n包含随机品质的上述物品
BundleCreateGunPumpShotgunS9,items,Gun,,,泵动式霰弹枪[无情Ⅰ] [包]
BundleCreateGunPumpShotgunS9Desc,items,Gun,,,[00FF00]RANK 9\n\n[FFFFFF]弹夹容量降到1\n伤害乘数+65%\n\n包含随机品质的上述物品
BundleCreateGunPumpShotgunS10,items,Gun,,,泵动式霰弹枪[无情Ⅱ] [包]
BundleCreateGunPumpShotgunS10Desc,items,Gun,,,[00BFFF]RANK 10\n\n[FFFFFF]弹夹容量降到1\n伤害乘数+70%\n\n包含随机品质的上述物品
BundleCreateGunPumpShotgunS11,items,Gun,,,泵动式霰弹枪[无情Ⅲ] [包]
BundleCreateGunPumpShotgunS11Desc,items,Gun,,,[BA55D3]RANK 11\n\n[FFFFFF]弹夹容量降到1\n伤害乘数+75%\n\n包含随机品质的上述物品
BundleCreateGunPumpShotgunS12,items,Gun,,,泵动式霰弹枪[秋风引枝露] [包]
BundleCreateGunPumpShotgunS12Desc,items,Gun,,,[FFA500]RANK 12\n\n[FFFFFF]弹夹容量降到1\n伤害乘数+80%\n\n包含随机品质的上述物品
BundleCreateGunPumpShotgunS13,items,Gun,,,泵动式霰弹枪[秋风引枝露] [包]
BundleCreateGunPumpShotgunS13Desc,items,Gun,,,[6D0F0F]RANK 12+\n\n[FFFFFF]弹夹容量降到1\n伤害乘数+80%\n\n包含随机品质的上述物品



BundleCreateGunAutoShotgunS7,items,Gun,,,自动霰弹枪[腐败] [包]
BundleCreateGunAutoShotgunS7Desc,items,Gun,,,[7555E1]RANK 7\n\n[FFFFFF]伤害乘数+25%\n自身生命百分比越低伤害乘数越高\n最高再+25%\n\n包含随机品质的上述物品
BundleCreateGunAutoShotgunS8,items,Gun,,,自动霰弹枪[陨星] [包]
BundleCreateGunAutoShotgunS8Desc,items,Gun,,,[FF985E]RANK 8\n\n[FFFFFF]伤害乘数+28%\n自身生命百分比越低伤害乘数越高\n最高再+28%\n\n包含随机品质的上述物品
BundleCreateGunAutoShotgunS9,items,Gun,,,自动霰弹枪[死亡Ⅰ] [包]
BundleCreateGunAutoShotgunS9Desc,items,Gun,,,[00FF00]RANK 9\n\n[FFFFFF]伤害乘数+31%\n自身生命百分比越低伤害乘数越高\n最高再+31%\n\n包含随机品质的上述物品
BundleCreateGunAutoShotgunS10,items,Gun,,,自动霰弹枪[死亡Ⅱ] [包]
BundleCreateGunAutoShotgunS10Desc,items,Gun,,,[00BFFF]RANK 10\n\n[FFFFFF]伤害乘数+34%\n自身生命百分比越低伤害乘数越高\n最高再+34%\n\n包含随机品质的上述物品
BundleCreateGunAutoShotgunS11,items,Gun,,,自动霰弹枪[死亡Ⅲ] [包]
BundleCreateGunAutoShotgunS11Desc,items,Gun,,,[BA55D3]RANK 11\n\n[FFFFFF]伤害乘数+37%\n自身生命百分比越低伤害乘数越高\n最高再+37%\n\n包含随机品质的上述物品
BundleCreateGunAutoShotgunS12,items,Gun,,,自动霰弹枪[玉落弃尘世] [包]
BundleCreateGunAutoShotgunS12Desc,items,Gun,,,[FFA500]RANK 12\n\n[FFFFFF]伤害乘数+40%\n自身生命百分比越低伤害乘数越高\n最高再+40%\n\n包含随机品质的上述物品
BundleCreateGunAutoShotgunS13,items,Gun,,,自动霰弹枪[玉落弃尘世] [包]
BundleCreateGunAutoShotgunS13Desc,items,Gun,,,[6D0F0F]RANK 12+\n\n[FFFFFF]伤害乘数+40%\n自身生命百分比越低伤害乘数越高\n最高再+40%\n\n包含随机品质的上述物品



BundleCreateGunHuntingRifleS1,items,Gun,,,猎枪[砰Ⅰ] [包]
BundleCreateGunHuntingRifleS1Desc,items,Gun,,,[999498]RANK 1\n\n[FFFFFF]爆头伤害+50\n蹲下时\n伤害乘数+35% 换弹速度+65%\n\n包含随机品质的上述物品
BundleCreateGunHuntingRifleS2,items,Gun,,,猎枪[砰Ⅱ] [包]
BundleCreateGunHuntingRifleS2Desc,items,Gun,,,[CCECFF]RANK 2\n\n[FFFFFF]爆头伤害+50\n蹲下时\n伤害乘数+50% 换弹速度+70%\n\n包含随机品质的上述物品
BundleCreateGunHuntingRifleS3,items,Gun,,,猎枪[砰Ⅲ] [包]
BundleCreateGunHuntingRifleS3Desc,items,Gun,,,[F5F918]RANK 3\n\n[FFFFFF]爆头伤害+100\n蹲下时\n伤害乘数+65% 换弹速度+75%\n\n包含随机品质的上述物品
BundleCreateGunHuntingRifleS4,items,Gun,,,猎枪[破盾者Ⅰ] [包]
BundleCreateGunHuntingRifleS4Desc,items,Gun,,,[67C483]RANK 4\n\n[FFFFFF]爆头伤害+100\n蹲下时\n伤害乘数+80% 换弹速度+80%\n\n包含随机品质的上述物品
BundleCreateGunHuntingRifleS5,items,Gun,,,猎枪[破盾者Ⅱ] [包]
BundleCreateGunHuntingRifleS5Desc,items,Gun,,,[84E1EC]RANK 5\n\n[FFFFFF]爆头伤害+150\n蹲下时\n伤害乘数+95% 换弹速度+85%\n\n包含随机品质的上述物品
BundleCreateGunHuntingRifleS6,items,Gun,,,猎枪[破盾者Ⅲ] [包]
BundleCreateGunHuntingRifleS6Desc,items,Gun,,,[7EA8FB]RANK 6\n\n[FFFFFF]爆头伤害+150\n蹲下时\n伤害乘数+110% 换弹速度+90%\n\n包含随机品质的上述物品
BundleCreateGunHuntingRifleS7,items,Gun,,,猎枪[隐秘] [包]
BundleCreateGunHuntingRifleS7Desc,items,Gun,,,[7555E1]RANK 7\n\n[FFFFFF]爆头伤害+200\n蹲下时\n伤害乘数+125% 换弹速度+95%\n\n包含随机品质的上述物品
BundleCreateGunHuntingRifleS8,items,Gun,,,猎枪[夜行] [包]
BundleCreateGunHuntingRifleS8Desc,items,Gun,,,[FF985E]RANK 8\n\n[FFFFFF]爆头伤害+200\n蹲下时\n伤害乘数+140% 换弹速度+100%\n\n包含随机品质的上述物品
BundleCreateGunHuntingRifleS9,items,Gun,,,猎枪[百步穿杨Ⅰ] [包]
BundleCreateGunHuntingRifleS9Desc,items,Gun,,,[00FF00]RANK 9\n\n[FFFFFF]爆头伤害+200\n蹲下时\n伤害乘数+155% 换弹速度+105%\n\n包含随机品质的上述物品
BundleCreateGunHuntingRifleS10,items,Gun,,,猎枪[百步穿杨Ⅱ] [包]
BundleCreateGunHuntingRifleS10Desc,items,Gun,,,[00BFFF]RANK 10\n\n[FFFFFF]爆头伤害+200\n蹲下时\n伤害乘数+170% 换弹速度+110%\n\n包含随机品质的上述物品
BundleCreateGunHuntingRifleS11,items,Gun,,,猎枪[百步穿杨Ⅲ] [包]
BundleCreateGunHuntingRifleS11Desc,items,Gun,,,[BA55D3]RANK 11\n\n[FFFFFF]爆头伤害+200\n蹲下时\n伤害乘数+185% 换弹速度+115%\n\n包含随机品质的上述物品
BundleCreateGunHuntingRifleS12,items,Gun,,,猎枪[断海晓光崩] [包]
BundleCreateGunHuntingRifleS12Desc,items,Gun,,,[FFA500]RANK 12\n\n[FFFFFF]爆头伤害+200\n蹲下时\n伤害乘数+200% 换弹速度+120%\n\n包含随机品质的上述物品
BundleCreateGunHuntingRifleS13,items,Gun,,,猎枪[断海晓光崩] [包]
BundleCreateGunHuntingRifleS13Desc,items,Gun,,,[6D0F0F]RANK 12+\n\n[FFFFFF]爆头伤害+200\n蹲下时\n伤害乘数+200% 换弹速度+120%\n\n包含随机品质的上述物品



BundleCreateGunLeverActionRifleS4,items,Gun,,,杠杆步枪[秩序Ⅰ] [包]
BundleCreateGunLeverActionRifleS4Desc,items,Gun,,,[67C483]RANK 4\n\n[FFFFFF]爆头伤害+100\n伤害乘数+24%（爆头时此效果翻倍）\n\n包含随机品质的上述物品
BundleCreateGunLeverActionRifleS5,items,Gun,,,杠杆步枪[秩序Ⅱ] [包]
BundleCreateGunLeverActionRifleS5Desc,items,Gun,,,[84E1EC]RANK 5\n\n[FFFFFF]爆头伤害+150\n伤害乘数+31%（爆头时此效果翻倍）\n\n包含随机品质的上述物品
BundleCreateGunLeverActionRifleS6,items,Gun,,,杠杆步枪[秩序Ⅲ] [包]
BundleCreateGunLeverActionRifleS6Desc,items,Gun,,,[7EA8FB]RANK 6\n\n[FFFFFF]爆头伤害+150\n伤害乘数+38%（爆头时此效果翻倍）\n\n包含随机品质的上述物品
BundleCreateGunLeverActionRifleS7,items,Gun,,,杠杆步枪[风雅] [包]
BundleCreateGunLeverActionRifleS7Desc,items,Gun,,,[7555E1]RANK 7\n\n[FFFFFF]爆头伤害+200\n伤害乘数+45%（爆头时此效果翻倍）\n\n包含随机品质的上述物品
BundleCreateGunLeverActionRifleS8,items,Gun,,,杠杆步枪[荒古] [包]
BundleCreateGunLeverActionRifleS8Desc,items,Gun,,,[FF985E]RANK 8\n\n[FFFFFF]爆头伤害+200\n伤害乘数+52%（爆头时此效果翻倍）\n\n包含随机品质的上述物品
BundleCreateGunLeverActionRifleS9,items,Gun,,,杠杆步枪[龙骑兵Ⅰ] [包]
BundleCreateGunLeverActionRifleS9Desc,items,Gun,,,[00FF00]RANK 9\n\n[FFFFFF]爆头伤害+200\n伤害乘数+59%（爆头时此效果翻倍）\n\n包含随机品质的上述物品
BundleCreateGunLeverActionRifleS10,items,Gun,,,杠杆步枪[龙骑兵Ⅱ] [包]
BundleCreateGunLeverActionRifleS10Desc,items,Gun,,,[00BFFF]RANK 10\n\n[FFFFFF]爆头伤害+200\n伤害乘数+66%（爆头时此效果翻倍）\n\n包含随机品质的上述物品
BundleCreateGunLeverActionRifleS11,items,Gun,,,杠杆步枪[龙骑兵Ⅲ] [包]
BundleCreateGunLeverActionRifleS11Desc,items,Gun,,,[BA55D3]RANK 11\n\n[FFFFFF]爆头伤害+200\n伤害乘数+73%（爆头时此效果翻倍）\n\n包含随机品质的上述物品
BundleCreateGunLeverActionRifleS12,items,Gun,,,杠杆步枪[龙天赤传世] [包]
BundleCreateGunLeverActionRifleS12Desc,items,Gun,,,[FFA500]RANK 12\n\n[FFFFFF]爆头伤害+200\n伤害乘数+80%（爆头时此效果翻倍）\n\n包含随机品质的上述物品
BundleCreateGunLeverActionRifleS13,items,Gun,,,杠杆步枪[龙天赤传世] [包]
BundleCreateGunLeverActionRifleS13Desc,items,Gun,,,[6D0F0F]RANK 12+\n\n[FFFFFF]爆头伤害+200\n伤害乘数+80%（爆头时此效果翻倍）\n\n包含随机品质的上述物品



BundleCreateGunSniperRifleS7,items,Gun,,,精准猎枪[静谧] [包]
BundleCreateGunSniperRifleS7Desc,items,Gun,,,[7555E1]RANK 7\n\n[FFFFFF]爆头伤害+200\n距离目标越远伤害乘数越高\n距离[0--20] 伤害增加[45%--90%]\n\n包含随机品质的上述物品
BundleCreateGunSniperRifleS8,items,Gun,,,精准猎枪[长征] [包]
BundleCreateGunSniperRifleS8Desc,items,Gun,,,[FF985E]RANK 8\n\n[FFFFFF]爆头伤害+200\n距离目标越远伤害乘数越高\n距离[0--20] 伤害增加[51%--102%]\n\n包含随机品质的上述物品
BundleCreateGunSniperRifleS9,items,Gun,,,精准猎枪[沧海桑田Ⅰ] [包]
BundleCreateGunSniperRifleS9Desc,items,Gun,,,[00FF00]RANK 9\n\n[FFFFFF]爆头伤害+200\n距离目标越远伤害乘数越高\n距离[0--20] 伤害增加[57%--114%]\n\n包含随机品质的上述物品
BundleCreateGunSniperRifleS10,items,Gun,,,精准猎枪[沧海桑田Ⅱ] [包]
BundleCreateGunSniperRifleS10Desc,items,Gun,,,[00BFFF]RANK 10\n\n[FFFFFF]爆头伤害+200\n距离目标越远伤害乘数越高\n距离[0--20] 伤害增加[63%--126%]\n\n包含随机品质的上述物品
BundleCreateGunSniperRifleS11,items,Gun,,,精准猎枪[沧海桑田Ⅲ] [包]
BundleCreateGunSniperRifleS11Desc,items,Gun,,,[BA55D3]RANK 11\n\n[FFFFFF]爆头伤害+200\n距离目标越远伤害乘数越高\n距离[0--20] 伤害增加[69%--138%]\n\n包含随机品质的上述物品
BundleCreateGunSniperRifleS12,items,Gun,,,精准猎枪[尼尔:机械纪元] [包]
BundleCreateGunSniperRifleS12Desc,items,Gun,,,[FFA500]RANK 12\n\n[FFFFFF]爆头伤害+200\n距离目标越远伤害乘数越高\n距离[0--20] 伤害增加[75%--150%]\n\n包含随机品质的上述物品
BundleCreateGunSniperRifleS13,items,Gun,,,精准猎枪[尼尔:机械纪元] [包]
BundleCreateGunSniperRifleS13Desc,items,Gun,,,[6D0F0F]RANK 12+\n\n[FFFFFF]爆头伤害+200\n距离目标越远伤害乘数越高\n距离[0--20] 伤害增加[75%--150%]\n\n包含随机品质的上述物品



BundleCreateGunAK47S1,items,Gun,,,AK47[嗒嗒嗒Ⅰ] [包]
BundleCreateGunAK47S1Desc,items,Gun,,,[999498]RANK 1\n\n[FFFFFF]剩余载弹量在25以下时\n伤害乘数+27%\n\n包含随机品质的上述物品
BundleCreateGunAK47S2,items,Gun,,,AK47[嗒嗒嗒Ⅱ] [包]
BundleCreateGunAK47S2Desc,items,Gun,,,[CCECFF]RANK 2\n\n[FFFFFF]剩余载弹量在25以下时\n伤害乘数+30%\n\n包含随机品质的上述物品
BundleCreateGunAK47S3,items,Gun,,,AK47[嗒嗒嗒Ⅲ] [包]
BundleCreateGunAK47S3Desc,items,Gun,,,[F5F918]RANK 3\n\n[FFFFFF]剩余载弹量在25以下时\n伤害乘数+33%\n\n包含随机品质的上述物品
BundleCreateGunAK47S4,items,Gun,,,AK47[精锐Ⅰ] [包]
BundleCreateGunAK47S4Desc,items,Gun,,,[67C483]RANK 4\n\n[FFFFFF]剩余载弹量在25以下时\n伤害乘数+36%\n\n包含随机品质的上述物品
BundleCreateGunAK47S5,items,Gun,,,AK47[精锐Ⅱ] [包]
BundleCreateGunAK47S5Desc,items,Gun,,,[84E1EC]RANK 5\n\n[FFFFFF]剩余载弹量在25以下时\n伤害乘数+39%\n\n包含随机品质的上述物品
BundleCreateGunAK47S6,items,Gun,,,AK47[精锐Ⅲ] [包]
BundleCreateGunAK47S6Desc,items,Gun,,,[7EA8FB]RANK 6\n\n[FFFFFF]剩余载弹量在25以下时\n伤害乘数+42%\n\n包含随机品质的上述物品
BundleCreateGunAK47S7,items,Gun,,,AK47[无道] [包]
BundleCreateGunAK47S7Desc,items,Gun,,,[7555E1]RANK 7\n\n[FFFFFF]剩余载弹量在25以下时\n伤害乘数+45%\n\n包含随机品质的上述物品
BundleCreateGunAK47S8,items,Gun,,,AK47[武神] [包]
BundleCreateGunAK47S8Desc,items,Gun,,,[FF985E]RANK 8\n\n[FFFFFF]剩余载弹量在25以下时\n伤害乘数+48%\n\n包含随机品质的上述物品
BundleCreateGunAK47S9,items,Gun,,,AK47[势如破竹Ⅰ] [包]
BundleCreateGunAK47S9Desc,items,Gun,,,[00FF00]RANK 9\n\n[FFFFFF]剩余载弹量在25以下时\n伤害乘数+51%\n\n包含随机品质的上述物品
BundleCreateGunAK47S10,items,Gun,,,AK47[势如破竹Ⅱ] [包]
BundleCreateGunAK47S10Desc,items,Gun,,,[00BFFF]RANK 10\n\n[FFFFFF]剩余载弹量在25以下时\n伤害乘数+54%\n\n包含随机品质的上述物品
BundleCreateGunAK47S11,items,Gun,,,AK47[势如破竹Ⅲ] [包]
BundleCreateGunAK47S11Desc,items,Gun,,,[BA55D3]RANK 11\n\n[FFFFFF]剩余载弹量在25以下时\n伤害乘数+57%\n\n包含随机品质的上述物品
BundleCreateGunAK47S12,items,Gun,,,AK47[一剑曾当百万师] [包]
BundleCreateGunAK47S12Desc,items,Gun,,,[FFA500]RANK 12\n\n[FFFFFF]剩余载弹量在25以下时\n伤害乘数+60%\n\n包含随机品质的上述物品
BundleCreateGunAK47S13,items,Gun,,,AK47[一剑曾当百万师] [包]
BundleCreateGunAK47S13Desc,items,Gun,,,[6D0F0F]RANK 12+\n\n[FFFFFF]剩余载弹量在25以下时\n伤害乘数+60%\n\n包含随机品质的上述物品



BundleCreateGunTacticalARS4,items,Gun,,,突击步枪[扫荡Ⅰ] [包]
BundleCreateGunTacticalARS4Desc,items,Gun,,,[67C483]RANK 4\n\n[FFFFFF]三连发改装为全自动\n瞄准射击时\n伤害乘数+24%\n\n包含随机品质的上述物品
BundleCreateGunTacticalARS5,items,Gun,,,突击步枪[扫荡Ⅱ] [包]
BundleCreateGunTacticalARS5Desc,items,Gun,,,[84E1EC]RANK 5\n\n[FFFFFF]三连发改装为全自动\n瞄准射击时\n伤害乘数+26%\n\n包含随机品质的上述物品
BundleCreateGunTacticalARS6,items,Gun,,,突击步枪[扫荡Ⅲ] [包]
BundleCreateGunTacticalARS6Desc,items,Gun,,,[7EA8FB]RANK 6\n\n[FFFFFF]三连发改装为全自动\n瞄准射击时\n伤害乘数+28%\n\n包含随机品质的上述物品
BundleCreateGunTacticalARS7,items,Gun,,,突击步枪[弦月] [包]
BundleCreateGunTacticalARS7Desc,items,Gun,,,[7555E1]RANK 7\n\n[FFFFFF]三连发改装为全自动\n瞄准射击时\n伤害乘数+30%\n\n包含随机品质的上述物品
BundleCreateGunTacticalARS8,items,Gun,,,突击步枪[征骑] [包]
BundleCreateGunTacticalARS8Desc,items,Gun,,,[FF985E]RANK 8\n\n[FFFFFF]三连发改装为全自动\n瞄准射击时\n伤害乘数+32%\n\n包含随机品质的上述物品
BundleCreateGunTacticalARS9,items,Gun,,,突击步枪[塔罗斯Ⅰ] [包]
BundleCreateGunTacticalARS9Desc,items,Gun,,,[00FF00]RANK 9\n\n[FFFFFF]三连发改装为全自动\n瞄准射击时\n伤害乘数+34%\n\n包含随机品质的上述物品
BundleCreateGunTacticalARS10,items,Gun,,,突击步枪[塔罗斯Ⅱ] [包]
BundleCreateGunTacticalARS10Desc,items,Gun,,,[00BFFF]RANK 10\n\n[FFFFFF]三连发改装为全自动\n瞄准射击时\n伤害乘数+36%\n\n包含随机品质的上述物品
BundleCreateGunTacticalARS11,items,Gun,,,突击步枪[塔罗斯Ⅲ] [包]
BundleCreateGunTacticalARS11Desc,items,Gun,,,[BA55D3]RANK 11\n\n[FFFFFF]三连发改装为全自动\n瞄准射击时\n伤害乘数+38%\n\n包含随机品质的上述物品
BundleCreateGunTacticalARS12,items,Gun,,,突击步枪[精准而优雅] [包]
BundleCreateGunTacticalARS12Desc,items,Gun,,,[FFA500]RANK 12\n\n[FFFFFF]三连发改装为全自动\n瞄准射击时\n伤害乘数+40%\n\n包含随机品质的上述物品
BundleCreateGunTacticalARS13,items,Gun,,,突击步枪[精准而优雅] [包]
BundleCreateGunTacticalARS13Desc,items,Gun,,,[6D0F0F]RANK 12+\n\n[FFFFFF]三连发改装为全自动\n瞄准射击时\n伤害乘数+40%\n\n包含随机品质的上述物品



BundleCreateGunM60S7,items,Gun,,,M60[暴君] [包]
BundleCreateGunM60S7Desc,items,Gun,,,[7555E1]RANK 7\n\n[FFFFFF]载弹量提升至80\n换弹速度-10%\n子弹命中时\n有20%几率回收子弹\n\n包含随机品质的上述物品
BundleCreateGunM60S8,items,Gun,,,M60[吞龙] [包]
BundleCreateGunM60S8Desc,items,Gun,,,[FF985E]RANK 8\n\n[FFFFFF]载弹量提升至100\n换弹速度-20%\n子弹命中时\n有25%几率回收子弹\n\n包含随机品质的上述物品
BundleCreateGunM60S9,items,Gun,,,M60[山祭Ⅰ] [包]
BundleCreateGunM60S9Desc,items,Gun,,,[00FF00]RANK 9\n\n[FFFFFF]载弹量提升至120\n换弹速度-30%\n子弹命中时\n有30%几率回收子弹\n\n包含随机品质的上述物品
BundleCreateGunM60S10,items,Gun,,,M60[山祭Ⅱ] [包]
BundleCreateGunM60S10Desc,items,Gun,,,[00BFFF]RANK 10\n\n[FFFFFF]载弹量提升至140\n换弹速度-40%\n子弹命中时\n有35%几率回收子弹\n\n包含随机品质的上述物品
BundleCreateGunM60S11,items,Gun,,,M60[山祭Ⅲ] [包]
BundleCreateGunM60S11Desc,items,Gun,,,[BA55D3]RANK 11\n\n[FFFFFF]载弹量提升至160\n换弹速度-50%\n子弹命中时\n有40%几率回收子弹\n\n包含随机品质的上述物品
BundleCreateGunM60S12,items,Gun,,,M60[连天烽火独思君] [包]
BundleCreateGunM60S12Desc,items,Gun,,,[FFA500]RANK 12\n\n[FFFFFF]载弹量提升至180\n换弹速度-60%\n子弹命中时\n有45%几率回收子弹\n\n包含随机品质的上述物品
BundleCreateGunM60S13,items,Gun,,,M60[连天烽火独思君] [包]
BundleCreateGunM60S13Desc,items,Gun,,,[6D0F0F]RANK 12+\n\n[FFFFFF]载弹量提升至180\n换弹速度-60%\n子弹命中时\n有45%几率回收子弹\n\n包含随机品质的上述物品



BundleCreateGunRocketLauncherS7,items,Gun,,,火箭筒[宵暗] [包]
BundleCreateGunRocketLauncherS7Desc,items,Gun,,,[7555E1]RANK 7\n\n[FFFFFF]实体伤害提升150%\n物块伤害提升150%\n\n包含随机品质的上述物品
BundleCreateGunRocketLauncherS8,items,Gun,,,火箭筒[深红] [包]
BundleCreateGunRocketLauncherS8Desc,items,Gun,,,[FF985E]RANK 8\n\n[FFFFFF]实体伤害提升180%\n物块伤害提升180%\n\n包含随机品质的上述物品
BundleCreateGunRocketLauncherS9,items,Gun,,,火箭筒[威绝Ⅰ] [包]
BundleCreateGunRocketLauncherS9Desc,items,Gun,,,[00FF00]RANK 9\n\n[FFFFFF]实体伤害提升210%\n物块伤害提升210%\n\n包含随机品质的上述物品
BundleCreateGunRocketLauncherS10,items,Gun,,,火箭筒[威绝Ⅱ] [包]
BundleCreateGunRocketLauncherS10Desc,items,Gun,,,[00BFFF]RANK 10\n\n[FFFFFF]实体伤害提升240%\n物块伤害提升240%\n\n包含随机品质的上述物品
BundleCreateGunRocketLauncherS11,items,Gun,,,火箭筒[威绝Ⅲ] [包]
BundleCreateGunRocketLauncherS11Desc,items,Gun,,,[BA55D3]RANK 11\n\n[FFFFFF]实体伤害提升270%\n物块伤害提升270%\n\n包含随机品质的上述物品
BundleCreateGunRocketLauncherS12,items,Gun,,,火箭筒[胡星耀精芒] [包]
BundleCreateGunRocketLauncherS12Desc,items,Gun,,,[FFA500]RANK 12\n\n[FFFFFF]实体伤害提升300%\n物块伤害提升300%\n\n包含随机品质的上述物品
BundleCreateGunRocketLauncherS13,items,Gun,,,火箭筒[胡星耀精芒] [包]
BundleCreateGunRocketLauncherS13Desc,items,Gun,,,[6D0F0F]RANK 12+\n\n[FFFFFF]实体伤害提升300%\n物块伤害提升300%\n\n包含随机品质的上述物品



BundleCreateGunJunkTurretS4,items,Gun,,,垃圾炮台[叮叮Ⅰ] [包]
BundleCreateGunJunkTurretS4Desc,items,Gun,,,[67C483]RANK 4\n\n[FFFFFF]水平自动射击范围改为180度\n可安装机器人炼金电击弹\n基础射击速度+35\n\n包含随机品质的上述物品
BundleCreateGunJunkTurretS5,items,Gun,,,垃圾炮台[叮叮Ⅱ] [包]
BundleCreateGunJunkTurretS5Desc,items,Gun,,,[84E1EC]RANK 5\n\n[FFFFFF]水平自动射击范围改为180度\n可安装机器人炼金电击弹\n基础射击速度+45\n\n包含随机品质的上述物品
BundleCreateGunJunkTurretS6,items,Gun,,,垃圾炮台[叮叮Ⅲ] [包]
BundleCreateGunJunkTurretS6Desc,items,Gun,,,[7EA8FB]RANK 6\n\n[FFFFFF]水平自动射击范围改为180度\n可安装机器人炼金电击弹\n基础射击速度+55\n\n包含随机品质的上述物品
BundleCreateGunJunkTurretS7,items,Gun,,,垃圾炮台[陷阱] [包]
BundleCreateGunJunkTurretS7Desc,items,Gun,,,[7555E1]RANK 7\n\n[FFFFFF]水平自动射击范围改为180度\n可安装机器人炼金电击弹\n基础射击速度+65\n\n包含随机品质的上述物品
BundleCreateGunJunkTurretS8,items,Gun,,,垃圾炮台[猎网] [包]
BundleCreateGunJunkTurretS8Desc,items,Gun,,,[FF985E]RANK 8\n\n[FFFFFF]水平自动射击范围改为180度\n可安装机器人炼金电击弹\n基础射击速度+75\n\n包含随机品质的上述物品
BundleCreateGunJunkTurretS9,items,Gun,,,垃圾炮台[咣咣Ⅰ] [包]
BundleCreateGunJunkTurretS9Desc,items,Gun,,,[00FF00]RANK 9\n\n[FFFFFF]水平自动射击范围改为180度\n可安装机器人炼金电击弹\n基础射击速度+85\n\n包含随机品质的上述物品
BundleCreateGunJunkTurretS10,items,Gun,,,垃圾炮台[咣咣Ⅱ] [包]
BundleCreateGunJunkTurretS10Desc,items,Gun,,,[00BFFF]RANK 10\n\n[FFFFFF]水平自动射击范围改为180度\n可安装机器人炼金电击弹\n基础射击速度+95\n\n包含随机品质的上述物品
BundleCreateGunJunkTurretS11,items,Gun,,,垃圾炮台[咣咣Ⅲ] [包]
BundleCreateGunJunkTurretS11Desc,items,Gun,,,[BA55D3]RANK 11\n\n[FFFFFF]水平自动射击范围改为180度\n可安装机器人炼金电击弹\n基础射击速度+105\n\n包含随机品质的上述物品
BundleCreateGunJunkTurretS12,items,Gun,,,垃圾炮台[闽人安枕梦维鱼] [包]
BundleCreateGunJunkTurretS12Desc,items,Gun,,,[FFA500]RANK 12\n\n[FFFFFF]水平自动射击范围改为180度\n可安装机器人炼金电击弹\n基础射击速度+115\n\n包含随机品质的上述物品
BundleCreateGunJunkTurretS13,items,Gun,,,垃圾炮台[闽人安枕梦维鱼] [包]
BundleCreateGunJunkTurretS13Desc,items,Gun,,,[6D0F0F]RANK 12+\n\n[FFFFFF]水平自动射击范围改为180度\n可安装机器人炼金电击弹\n基础射击速度+115\n\n包含随机品质的上述物品



BundleCreateMeleeHuntingKnifeS1,items,Melee,,,猎刀[饿刃Ⅰ] [包]
BundleCreateMeleeHuntingKnifeS1Desc,items,Melee,,,[999498]RANK 1\n\n[FFFFFF]潜行伤害+50%\n潜行噪音减少20%\n目标护甲穿透45%\n\n包含随机品质的上述物品
